b|inbatch-nodup|10000|20|-|N=100,MAX_MEMBER_ID=2000	DONE	2026-06-12 06:57:37
b|batchfetch|10000|20|-|N=100,MAX_MEMBER_ID=2000	DONE	2026-06-12 07:01:22
b|jdbc-join|10000|20|-|N=100,MAX_MEMBER_ID=2000	DONE	2026-06-12 07:05:05
b|jdbc-inbatch|10000|20|-|N=100,MAX_MEMBER_ID=2000	DONE	2026-06-12 07:08:58
b|lazy|10000|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-12 07:16:21
b|lazy-unbounded|10000|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-12 07:20:44
b|joinfetch|10000|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-12 07:24:50
b|byid|10000|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-12 07:29:13
b|inbatch|10000|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-12 07:33:48
b|inbatch-nodup|10000|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-12 07:37:41
b|batchfetch|10000|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-12 07:41:35
b|jdbc-join|10000|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-12 07:45:28
b|jdbc-inbatch|10000|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-12 07:49:22
b|lazy|10000|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-12 07:53:43
b|lazy-unbounded|10000|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-12 07:58:29
b|joinfetch|10000|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-12 08:02:44
b|byid|10000|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-12 08:11:48
b|inbatch|10000|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-12 08:16:18
b|inbatch-nodup|10000|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-12 08:20:02
b|batchfetch|10000|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-12 08:23:46
b|jdbc-join|10000|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-12 08:29:05
b|jdbc-inbatch|10000|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-12 08:32:59
b|lazy|10000|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-12 08:37:22
b|lazy-unbounded|10000|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-12 08:50:49
b|joinfetch|10000|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-12 09:03:04
b|byid|10000|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-12 09:07:27
b|inbatch|10000|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-12 09:19:23
b|inbatch-nodup|10000|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-12 09:23:12
b|batchfetch|10000|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-12 09:27:05
b|jdbc-join|10000|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-12 09:30:58
b|jdbc-inbatch|10000|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-12 09:34:52
c|join|0|14|-|-	DONE	2026-06-12 09:37:05
c|app-naive|0|14|-|LAB_C_CANDIDATE_CAP=100	DONE	2026-06-12 09:39:48
c|app-optimized|0|14|-|LAB_C_CANDIDATE_CAP=100	DONE	2026-06-12 09:42:01
c|app-naive|0|14|-|LAB_C_CANDIDATE_CAP=500	DONE	2026-06-12 09:44:43
c|app-optimized|0|14|-|LAB_C_CANDIDATE_CAP=500	DONE	2026-06-12 09:46:57
c|app-naive|0|14|-|LAB_C_CANDIDATE_CAP=1000	DONE	2026-06-12 09:49:40
c|app-optimized|0|14|-|LAB_C_CANDIDATE_CAP=1000	DONE	2026-06-12 09:51:48
c|app-naive|0|14|-|LAB_C_CANDIDATE_CAP=5000	DONE	2026-06-12 09:54:31
c|app-optimized|0|14|-|LAB_C_CANDIDATE_CAP=5000	DONE	2026-06-12 09:56:43
c|app-naive|0|14|-|LAB_C_CANDIDATE_CAP=10000	DONE	2026-06-12 09:59:26
c|app-optimized|0|14|-|LAB_C_CANDIDATE_CAP=10000	DONE	2026-06-12 10:01:39
c|app-naive|0|14|-|LAB_C_CANDIDATE_CAP=50000	DONE	2026-06-12 10:04:22
c|app-optimized|0|14|-|LAB_C_CANDIDATE_CAP=50000	DONE	2026-06-12 10:06:30
c|join|300|14|-|-	DONE	2026-06-12 10:09:02
c|app-naive|300|14|-|LAB_C_CANDIDATE_CAP=100	DONE	2026-06-12 10:12:04
c|app-optimized|300|14|-|LAB_C_CANDIDATE_CAP=100	DONE	2026-06-12 10:14:38
c|app-naive|300|14|-|LAB_C_CANDIDATE_CAP=500	DONE	2026-06-12 10:17:40
c|app-optimized|300|14|-|LAB_C_CANDIDATE_CAP=500	DONE	2026-06-12 10:20:13
c|app-naive|300|14|-|LAB_C_CANDIDATE_CAP=1000	DONE	2026-06-12 10:23:15
c|app-optimized|300|14|-|LAB_C_CANDIDATE_CAP=1000	DONE	2026-06-12 10:25:48
c|app-naive|300|14|-|LAB_C_CANDIDATE_CAP=5000	DONE	2026-06-12 10:28:51
c|app-optimized|300|14|-|LAB_C_CANDIDATE_CAP=5000	DONE	2026-06-12 10:31:25
c|app-naive|300|14|-|LAB_C_CANDIDATE_CAP=10000	DONE	2026-06-12 10:34:27
c|app-optimized|300|14|-|LAB_C_CANDIDATE_CAP=10000	DONE	2026-06-12 10:37:00
c|app-naive|300|14|-|LAB_C_CANDIDATE_CAP=50000	DONE	2026-06-12 10:40:02
c|app-optimized|300|14|-|LAB_C_CANDIDATE_CAP=50000	DONE	2026-06-12 10:42:30
c|join|1500|14|-|-	DONE	2026-06-12 10:46:12
c|app-naive|1500|14|-|LAB_C_CANDIDATE_CAP=100	DONE	2026-06-12 10:50:23
c|app-optimized|1500|14|-|LAB_C_CANDIDATE_CAP=100	DONE	2026-06-12 10:54:06
